txt,lbl,prob_positve,user_id,clothes_id
chất_lượng sản_phẩm tốt,1,0.981743097305298,61,90
"tính_năng nổi_bật âm_thanh ổn_định , tai nghe đẹp , nên mua nha mng",1,0.992938756942749,88,45
"chất_lượng sản_phẩm s p ổn , gói sp chắc_chắn mặc_dù giao sai màu nhưng đẹp nên không sao",1,0.9886864423751832,2,20
chất_lượng sản_phẩm đẹp tốt,1,0.9927527904510498,98,92
tính_năng nổi_bật nghe đc còn rẻ,1,0.9929129481315612,11,46
mới kết_nối thì hơi lác,0,0.0490092858672142,56,49
tính_năng nổi_bật mở đèn sáng đẹp,1,0.9928305745124816,82,91
chất_lượng sản_phẩm tốt,1,0.981743097305298,66,47
săn nên mua đ k à rẻ quá,1,0.9927847385406494,91,52
chất_lượng sản_phẩm oke,1,0.9773725867271424,73,12
tính_năng nổi_bật,1,0.9911184906959534,74,7
hàng ko bị trầy_xước nguyên_vẹn đẹp,1,0.9905932545661926,36,87
chất_lượng sản_phẩm oke la,1,0.9924006462097168,45,46
tính_năng nổi_bật tai thỏ xinh_xinh,1,0.9909262657165528,28,29
hàng oke so với tầm giá,1,0.6588735580444336,73,35
chất_lượng sản_phẩm chất_lượng cao,1,0.9921398758888244,53,10
tính_năng nổi_bật hàng tốt,1,0.9927945733070374,60,44
sản_phẩm mới,1,0.9680190086364746,36,5
chất_lượng sản_phẩm bình_thường,0,0.0936774238944053,61,94
cái này cũng bình_thường nhưng pin thì cx hơi nhanh hết,0,0.0699559152126312,8,7
chất_lượng sản_phẩm tốt,1,0.981743097305298,69,64
tính_năng nổi_bật ổn_định,1,0.99011492729187,31,96
âm_thanh hơi nhỏ,0,0.0226554069668054,69,44
ok như mà âm_thanh chễ chơi liên_quân đc tuu nghĩ chơi ki đc đâu,1,0.9870924949645996,35,94
chất_lượng sản_phẩm quá tốt luôn,1,0.9928799271583556,53,2
đang để mua nhé rất êm tay,1,0.9926435351371764,58,6
tai nghe cực hay dùng rất tốt giá rẻ quá hời trải_nghiệm tuyệt_vời,1,0.9929025769233704,51,11
chất_lượng sản_phẩm on,0,0.2185931503772735,65,20
tính_năng nổi_bật am thanh tot,1,0.9929054975509644,98,63
ok nha mng,1,0.9257522821426392,63,49
chất_lượng sản_phẩm dùng rất ok nhưng chưa tắt đc led,1,0.6287496089935303,90,76
cũng hay,1,0.9779139161109924,26,8
chất_lượng sản_phẩm m s đau_đầu sài dc mà hết pin sạc ko vô pin,0,0.0128340572118759,73,95
chất_lượng sản_phẩm tốt,1,0.981743097305298,53,67
tính_năng nổi_bật k có,1,0.9579907059669496,15,60
rẻ và tốt_đẹp,1,0.9928427934646606,52,92
ổn nha nghe đc lắm luôn không ngờ với giá tiền này mà mua đc,1,0.9927626252174376,37,65
chất_lượng sản_phẩm tốt,1,0.981743097305298,42,18
hàng chất_lượng,1,0.9918975830078124,54,60
giao hàng nhanh,1,0.9721769690513612,23,17
hàng bị hỏng vỡ nhưng vẫn nghe dc oki cảm_ơn shop nha,1,0.9756240844726562,12,48
nghe ổn,1,0.9783495664596558,74,96
hơi khó_chịu chút khi đeo,0,0.0128610869869589,59,63
để xài lâu_dài xem sao,1,0.9641210436820984,90,44
chất_lượng sản_phẩm tốt,1,0.981743097305298,51,45
tính_năng nổi_bật đèn sáng,1,0.9842641949653624,70,31
đẹp,1,0.9928285479545592,67,62
chất_lượng sản_phẩm cx đc,0,0.2992720305919647,35,65
tính_năng nổi_bật có đèn,1,0.9800994992256165,10,40
chất_lượng sản_phẩm quá tệ,0,0.0065733580850064,77,54
tai nghe k đúng theo mẫu,0,0.014888915233314,61,77
bên k nghe được và gẫy bên tai,0,0.0052546467632055,74,52
chất_lượng sản_phẩm tốt,1,0.981743097305298,66,47
tính_năng nổi_bật màu_sắc đẹp,1,0.9925161004066468,35,14
chất_lượng tốt nhưng anh ship giao hàng không tốt lắm,0,0.0853744074702262,73,50
chất_lượng sản_phẩm tuyệt,1,0.9929035305976868,95,83
tính_năng nổi_bật n ge nhạc,1,0.9928194880485536,87,55
chất_lượng sản_phẩm tốt,1,0.981743097305298,43,74
tính_năng nổi_bật tuyệt_vời,1,0.992916464805603,84,22
chất_lượng sản_phẩm đẹp,1,0.9921412467956544,77,13
tính_năng nổi_bật như mô_tả,1,0.9889734387397766,78,23
hàng sử_dụng rất tốt nha shop nghe rất được lâu nha,1,0.9929024577140808,60,94
rất chất_lượng,1,0.9927817583084106,97,97
shop cũng rất chu_đáo và nhiệt_tình,1,0.991628646850586,20,51
chất_lượng sản_phẩm sản_phẩm ổn,1,0.9511113166809082,73,73
k nên ko đòi_hỏi nhiều,0,0.1023073717951774,99,41
chất_lượng sản_phẩm ok,1,0.9901641011238098,86,32
tính_năng nổi_bật k có,1,0.9579907059669496,84,90
"cx đc , với giá này k đòi_hỏi nhi ề u , nghe ok",1,0.9911506175994872,83,62
chất_lượng sản_phẩm bình_thường,0,0.0936774238944053,64,60
không vừa với tai,0,0.0099321659654378,92,82
chất_lượng nka mng vs giá k thì quá tuyệt_vời ln shop uy_tín l n ka a,1,0.992868721485138,100,83
chất_lượng sản_phẩm,1,0.980933964252472,85,48
tính_năng nổi_bật,1,0.9911184906959534,65,13
đèn mở k lên,0,0.0560229904949665,49,20
điểm luôn tại phát sáng nhiều màu nghe rất ổn sạc nhanh,1,0.9928979873657228,86,68
chất_lượng sản_phẩm k tốt,1,0.9706371426582336,83,1
tính_năng nổi_bật nghe chx đc p thì k nghệ đk nữa,1,0.9926772117614746,1,76
hàng chất_lượng rất giống trong hình mình rất thích món hàng này,1,0.9927316308021544,97,80
bảo đánh_giá trước đi rồi ship cho mà đợi hơn ngày vẫn chưa có dấu hiện giao,0,0.0054577831178903,4,63
"ko biết chất_lượng ra sao , yêu_cầu nói lại vs người giao hàng",0,0.0045069800689816,93,17
tính_năng nổi_bật đẹp vãi ò sao là xứng_đáng nhe,1,0.9928616881370544,38,36
tay nghe sạc bốc khói bay mùi khét nóng hỏi lun ko sài đc,0,0.0036391385365277,71,13
tuyệt,1,0.9929080009460448,35,64
chất_lượng sản_phẩm cx ổn loa to còn pin k bt,0,0.0886406078934669,22,76
ship e r ổn nha đặt tên r anh vẫn giao đc tận nhà,1,0.9751233458518982,15,10
vân chuyển nhanh tốt,1,0.966902792453766,65,57
chất_lượng sản_phẩm tốt,1,0.981743097305298,52,57
tính_năng nổi_bật ko bit,1,0.9851678609848022,35,4
đẹp mn nên mua xài tốt mua giá k ko đòi_hỏi gì nhiều shop dễ_thương ship bơ thân hiện tốt mn nên mua nha siêu cut e hột me,1,0.9929500818252563,20,71
sao,0,0.0745016187429428,8,55
rất vui khi được tái nghe ak đòn là điện dần đi đón đi địa,1,0.7513679265975952,97,81
đi d sks,0,0.1042805612087249,23,25
chất_lượng sản_phẩm dùng được,1,0.8285648822784424,98,89
"một bên to một bên nhỏ , với tầm tiền này thì vẫn ok",0,0.0905526131391525,99,85
chất_lượng sản_phẩm kém,0,0.0063982461579144,67,79
tính_năng nổi_bật ánh_sáng đẹp,1,0.9924232959747314,46,46
sản_phẩm giống hình nhưng bên tai gần như bị rới ra,0,0.1712771654129028,66,89
chất_lượng sản_phẩm đ ỉn k,1,0.8659946918487549,88,51
mua vs giá đ như là quá oke ròi nghe đỉnh thật_sự sao nhoa,1,0.992952048778534,63,43
tai nghe tốt nha nhưng_mà nó bị sứt ra một bên rồi á nói_chung là cx tạm đc,0,0.134431391954422,55,94
chất_lượng sản_phẩm loa mở to rè,0,0.004242334049195,63,1
chất_lượng sp tạm,0,0.0996866151690483,84,54
chất_lượng sản_phẩm đẹp rẻ k mong nhiều,1,0.9929296374320984,37,52
tính_năng nổi_bật tai mèo,1,0.978759467601776,80,50
đẹp săn seo có k nên k mong_đợi nhiều k cứng_rắn shop tư_vấn nhiệt_tình đeo đau tai,1,0.992914080619812,18,59
chất_lượng sản_phẩm có hỏng mất bên tai,0,0.0950723066926002,11,49
tính_năng nổi_bật pin trâu,1,0.987410008907318,73,40
sản_phẩm khá ổn tuy_nhiên vẫn có hỏng_hóc,0,0.4652482867240906,22,71
chất_lượng sản_phẩm quá đẹp luôn,1,0.9929230213165284,61,62
tính_năng nổi_bật đ p,1,0.9923843741416932,58,2
ae mua mà trải_nghiệm nhé,1,0.9929048418998718,46,40
chưa sử đụng nên chưa biết chất_lượng,0,0.1383086144924163,55,54
chất_lượng sản_phẩm cứ bị nhỏ nhỏ sao í,0,0.0067045679315924,33,13
"tai nghe đẹp , giá rẻ nên de lay chút xí u , shipper thân_thiện , sao",1,0.9929458498954772,73,79
chất_lượng sản_phẩm ok i,1,0.9895965456962584,79,7
tính_năng nổi_bật nhạc nghe to rất là đã,1,0.9929425716400146,78,26
chất_lượng sản_phẩm tốt kéo_dài trời_ơi nó đẹp p,1,0.9928900003433228,100,55
tính_năng nổi_bật ko có day nề dễ kết_nối với máy_tính nữa,1,0.9913253784179688,18,60
chất_lượng sản_phẩm tốt,1,0.981743097305298,85,74
sản_phẩm chất_lượng mọi người nên mua nha,1,0.9926804900169371,57,56
chất_lượng sản_phẩm tốt,1,0.981743097305298,53,79
mình chưa bt cách xài nên ch biết nó như nào,0,0.0498500540852546,28,39
phần giao hàng gói kỹ ạ,1,0.920072853565216,53,67
chất_lượng sản_phẩm sao,1,0.9903101325035096,57,94
tính_năng nổi_bật âm_thanh hay,1,0.9928501844406128,19,4
"sản_phẩm rất o k , cám_ơn shop",1,0.992751121520996,78,90
chất_lượng sản_phẩm tốt,1,0.981743097305298,80,48
tính_năng nổi_bật ko,1,0.9871439337730408,35,19
tốt lắm á rất ổn mỗi_tội ko có giấy hướng_dẫn sử_dụng,1,0.9854912757873536,84,45
hàng tốt nhưng hơi bé chúc các anh ship cố_gắng trong công_việc và gặp nhiều may_mắn nhé đi đừng an_toàn,1,0.7416871786117554,6,26
chất_lượng sản_phẩm rất đẹp,1,0.9928814172744752,65,66
tính_năng nổi_bật nghe ổn,1,0.9928594827651978,72,77
hàng ok rất đẹp,1,0.9928542971611024,97,88
chất_lượng sản_phẩm rất tốt,1,0.9924395084381104,35,14
tính_năng nổi_bật ko có,1,0.9775981903076172,28,49
shop cho mik cái dây sạc dày quá,0,0.0240136291831731,55,10
chất_lượng sản_phẩm rất ok,1,0.992109715938568,75,8
sài ok pin trâu và sạc nhanh,1,0.9920502305030824,15,75
dùng đc tầm tiếng thì tai nghe bị rè xong tịt luôn bên tai trái hàng k thì ko đòi_hỏi gì nhưng mn cân_nhắc khi mua,0,0.0054439608938992,43,88
bất_ngờ ch bà dà săn dc giá hời lắm nm nghe nó cứ s s á,1,0.9875405430793762,44,64
chất_lượng sản_phẩm tốt ko phải chê,1,0.9928441643714904,79,81
tính_năng nổi_bật nghe ổn,1,0.9928594827651978,98,20
chất_lượng sản_phẩm tuyệt_vời,1,0.9929203391075134,29,82
tôi rất là thích sản_phẩm này,1,0.992391049861908,66,97
ok hàng đẹp đóng_gói kỹ âm_thanh đầm nói v hung là ok,1,0.9929375052452089,48,50
"tai nghe đẹp , âm_thanh mượt , giao hàng ok",1,0.992727756500244,63,59
nói_chung là sao,0,0.0612304359674453,85,79
"hàng xinh lắm nha tr , shop nhiệt_tình , sd pin khá ok , nghe rõ , ba s s đập đập luôn á",1,0.992961585521698,75,50
then kiu shop nha a,1,0.981676459312439,57,13
kết_nối với điện_thoại thì ok,1,0.7109651565551758,56,17
với lap top thì mình chưa kết_nối được,0,0.1386113613843917,35,50
con mình thích lắm,1,0.9924635887145996,26,98
vì nó đẹp nên mấy ngày đầu nó đeo suốt ngày,1,0.9557657837867736,77,33
điểm trừ là dây nối với máy_tính hơi ngắn,0,0.0965490490198135,25,95
nói_chung là ok,1,0.9100533723831176,75,69
"hàng đẹp , nghe rõ âm_thanh",1,0.9929341077804564,79,79
shop bán rất uy_tín,1,0.9851979613304138,24,58
sản_phẩm tốt mà thiếu_phụ kiện dây ack nên cho s,1,0.991018533706665,14,43
tai nghe đẹp,1,0.991690754890442,81,92
nghe rõ_ràng,0,0.4077226221561432,53,96
rất đẹp,1,0.992908239364624,28,66
shop dóng gói cẩn_thận,1,0.984488844871521,82,28
nên mua nha mn,1,0.9907955527305604,53,6
đừng ham giá rẻ mn ơi,0,0.0060245990753173,50,44
hàng kém lắm,0,0.0043646232225,88,64
thái_độ phục_vụ ko tốt,0,0.0037000814918428,18,91
đệm tai cứng đeo mới có tí đã đau tai,0,0.0050117294304072,89,75
nhìn lỏng_lẻo có_thể gãy bất_cứ lúc_nào,0,0.0050712502561509,11,94
hai,0,0.1378975510597229,38,71
tai nghe hay,1,0.9750148057937622,76,22
đẹp,1,0.9928285479545592,54,100
mỗi_tội thiếu dây ack cắm kết_nối máy_tính,0,0.0775273144245147,99,30
"tai nghe siêu xinh , chủ shop siêu đáng yêu và nhiệt_tình đấy ạa",1,0.9929527640342712,53,71
cut e quó chòi,0,0.0042244917713105,52,68
"dễ_thương lắm ạ , chất_lượng tuyệt_vời , hàng y mẫu",1,0.9929170608520508,14,88
tai nghe rất xinh nghe tốt mà t hong bít sạc có ô hong tại gấm sạc thấy nó hong lên_đèn,1,0.9926320314407348,20,84
"thay cung phát bt , nhung chất luong về sau bik bix co bền hay hok",1,0.8226991891860962,85,22
mình dùng khá ok,1,0.9833699464797974,60,78
"hàng siu u đẹp , nghe êm tai lắm",1,0.992970645427704,97,2
nhưng để làm_sao tắt được đèn led,0,0.0669880136847496,90,93
hàng hoàn nên ko có ảnh,0,0.1218201667070388,7,73
"nma lúc nhận đc hàng mk thấy tai nghe chắc , đệm êm lắm , cả đèn sáng lung_linh nữa còn lại thì ko biết",1,0.9926602840423584,32,79
"riêng mk ưng_ý nhất khâu cs kh của shop á , shop rep tn quá nhanh luôn í chứ , nhiệt_tình , tận_tâm nữa",1,0.9929197430610656,47,58
"tặng shop s ủng_hộ , hê hê",1,0.99212908744812,65,14
so với các shop khác thì shop này bán rẻ hơn rất nhiều mà chất_lượng thì cực_kì ưng,1,0.9927589893341064,65,50
ncl duyệt,0,0.1004586666822433,31,27
hang tot nhung đat hang cai co cai khong lam an khong uy tin,0,0.003921075258404,63,67
k s k s k s d k k đ k d k d k d k d k d k d k d m d m d m,0,0.0506635978817939,60,78
n n đ k d d,0,0.0633052960038185,97,25
d k d d m d,0,0.0491860881447792,30,20
k đ d m d m,0,0.0458997823297977,69,33
k d k d m d m d,0,0.0489944405853748,91,17
k d k d m d,0,0.0500052571296691,83,99
k d k d k d,0,0.0510420203208923,87,49
k do di d,0,0.0441784150898456,80,10
i di d đ m,0,0.0561004355549812,62,43
shop giao thiếu mình dây kết_nối nhưng thôi k sao vì chất_lượng tai nghe quá ok,1,0.9693775177001952,68,9
mỗi_tội hơi nặng_tai,0,0.0956463068723678,52,24
"sản_phẩm ok và dễ_thương mọi người nên mua , lớp diu",1,0.9928706288337708,44,59
"tai nghe êm lắm , đẹp , lúc đầu chưa quen nên hơi đau tí , hàng giao hơi lâu do mình đặt ngay tết mak hông sao khuyến_khích cho shop sao",1,0.9717303514480592,3,76
màu_sắc thì như cái lần trước mình mua ở shop khác mà mình tìm lại không được,0,0.0045306175015866,59,44
như mới mua tuần đã bị lỗi,0,0.0039708381518721,41,84
đèn không nháy nữa luôn,0,0.0039505241438746,31,97
cac s nút bị liệt không ấn được,0,0.0069653918035328,96,56
bị rè dù mở nhỏ hay to,0,0.0046056406572461,14,8
tai nghe đẹp lắm ạ,1,0.9929310083389282,57,54
quá xịn,1,0.9928870797157288,99,76
sản_phẩm rất đẹp ạ,1,0.9929184317588806,75,54
chất_lượng sản_phẩm tuyệt_vời,1,0.9929203391075134,62,81
"xinh lắm luôn , đáng đồng_tiền",1,0.9929088354110718,81,28
sử_dụng vài lần thì tai nghe có dấu_hiệu hư_hỏng,0,0.0035451860167086,98,98
loa bị rè mặc_dù mở nhỏ,0,0.0040816473774611,87,93
hơi lỏng_lẻo,0,0.0769071951508522,46,95
mic hơi chán,0,0.0066463137045502,82,96
không biết có đổi trả được không,0,0.0856742113828659,60,14
shop liên_hệ mình nhé,1,0.8216520547866821,15,35
hàng đẹp giao hàng nhanh,1,0.9822490215301514,91,81
test thử hàng ok,1,0.8323126435279846,32,19
sẽ tiếp_tục ủng_hộ shop,1,0.986528754234314,90,5
đẹp va tốt sẽ ủng_hộ shop,1,0.992599368095398,99,87
"eo o , tai nghe nhìn cưng xỉu lên xỉu xuống luôn n",1,0.992918074131012,73,65
"đây là lần thứ mình mua của shop r á , nên không có gì phải bàn",1,0.9905264377593994,15,25
"mỗi lần nhận hàng đều hết_sức hài_lòng luôn , cảm_ơn shop nha a",1,0.9923250675201416,61,60
"tại nghe hơi nặng , hàng rất đẹp như miêu_tả",0,0.3463247120380401,6,57
kết_nối giữa hai tap hơi chậm,0,0.0781039670109748,6,62
mới nhận hàng test thấy rất ok,1,0.9897574186325072,54,43
siêu xinh luôn,1,0.992948055267334,83,65
"tai cứng , đeo vào rất đau tai",0,0.0041404515504837,84,39
bán hàng ko giao dây_cáp kết_nối với lap top,0,0.0211895704269409,71,39
làm_ăn rất tệ sao,0,0.0073767169378697,5,39
yep,0,0.2922283411026001,81,32
"tai nghe cực xịn , nghe êm tai mà nó đã gì đâu luôn vậy đó",1,0.9928881525993348,6,16
gói hàng như thế thì mới gọi là gói hàng chứ,0,0.0253968462347984,48,97
luv shop,1,0.9807612895965576,2,100
"chất_lượng sản_phẩm tốt , mẫu_mã đúng theo hình",1,0.987579882144928,57,59
cut e lắm ạ,1,0.9763128757476808,25,24
"hơi cũ chắc do để l â u , gói hàng kĩ_lưỡng",0,0.1187625601887703,12,38
hi_vọng xài đc lâu_dài,1,0.9101421236991882,91,29
chất_lượng kém,0,0.0085110533982515,73,24
không hài_lòng về cách phục_vụ và giải_đáp,0,0.004128114785999,37,49
nghe được có bên thôi,0,0.054540105164051,68,56
cực_kì hài_lòng,1,0.9928818941116332,50,90
mọi người nếu có ai đang muốn mua thì vô shop này nhê,1,0.6215502619743347,95,11
sản_phẩm y hình thanh chất_lượng tuyệt_vời,1,0.9929163455963136,91,39
"tai nghe xinh xẻ o , âm_thanh nghe rõ , cản thấy hài_lòng",1,0.9928842782974244,25,62
hàng shop rất ok luôn sử_dụng êm lắm,1,0.9926927089691162,54,1
sản_phẩm dùng ok shop giao hàng khá nhanh nhưng nghe hơi nhỏ_xíu,1,0.7892782688140869,75,26
tai nghe rất đẹp nhé mn,1,0.9929306507110596,55,91
"tai nghe pin siêu t râu , nghe ấm",1,0.9926234483718872,95,84
than k s shop nhiều,0,0.0456725321710109,46,66
hàng siêu oce nhưng ai cho em hoi t cái đèn có tắt đi được không ạ,1,0.967556357383728,39,41
rẻ mà ưng ae ạ,1,0.9929310083389282,14,2
"sản_phẩm cứng_cáp , cần thêm bản hướng_dẫn tiếng việt",1,0.9850013256072998,67,90
than k s shop,0,0.0736017078161239,32,23
hàng chất_lượng,1,0.9918975830078124,100,46
shop uy_tín,1,0.9879580736160278,43,81
sẽ ủng_hộ shop dài_dài,1,0.9910308122634888,75,92
rất tốt nhé các bạn,1,0.9922473430633544,23,42
chất_lượng sản_phẩm k so oe i eo e,0,0.0882108658552169,50,2
k k x k d k d,0,0.0486779771745204,21,13
ngon với giá tiền,1,0.9830848574638368,50,51
hình_ảnh chỉ mang tính_chất nhận xu,0,0.00414884602651,85,55
hàng đc mỗi_tội chụp tai hơi bé,0,0.1284072548151016,72,74
"ok lắm , mua thêm cái nữa",1,0.9906241297721864,27,9
rất ok mọi người cứ mua yên_tâm,1,0.9926807284355164,67,7
hàng hơi bị cũ,0,0.0605905391275882,83,27
"tai nghe xinh lắm nha , sẽ tiếp_tục ủng_hộ",1,0.9928377270698548,29,12
chất_lượng sản_phẩm tốt,1,0.981743097305298,75,73
tính_năng nổi_bật rất tốt,1,0.9928888082504272,51,70
ship e r thân_thiện hàng chx khui như g hài_lòng,1,0.992417812347412,95,50
không ship hàng lửa đào,0,0.0054035200737416,13,75
chất_lượng sản_phẩm tot,1,0.992497980594635,30,38
hàng tốt chất_lượng,1,0.9923938512802124,44,58
chất_lượng sản_phẩm tốt,1,0.981743097305298,63,26
nghe tốt lắm ạ,1,0.9926139116287231,89,85
hầu_như là ko có chỗ tắt đèn cái tai mèo đó,1,0.4867343604564667,24,38
tốt nhưng giao về sai mà xanh thành hồng nha,0,0.0103788776323199,9,93
ổn nha ae mua đi về xog muốn đặt thêm ncc,1,0.9928417205810548,46,68
"đúng như quảng_cáo ạ rất đẹp , chất_lượng",1,0.9928696751594543,16,42
chất_lượng sản_phẩm sản_phẩm tốt,1,0.9887991547584534,51,61
sao,0,0.0745016187429428,88,32
tai nghe nghe tốt ko ầm kết_nối nhanh,1,0.992904245853424,44,94
hàng chất_lượng nghe hây là giao lạ,0,0.0575606822967529,24,60
chất_lượng sản_phẩm rất đc nha shop,1,0.9925729036331176,50,44
chất_lượng sản_phẩm sản_phẩm uy_tín,1,0.9871397614479064,36,25
chất_lượng sản_phẩm tốt,1,0.981743097305298,50,76
quá tuyệt,1,0.9928796887397766,35,76
"hàng sử_dụng tốt , giá_cả quá rẻ d",1,0.9928349256515504,90,49
tính_năng nổi_bật rất rẻ,1,0.9928600192070008,11,70
rất oki,1,0.9888463616371156,72,32
tốt nghe êm sao,1,0.9929075241088868,49,13
và chất_lượng,1,0.9916328191757202,58,100
săn đc còn k,1,0.8497111797332764,6,28
tai nghe xịn q u ã i,1,0.992713987827301,71,29
chất_lượng sản_phẩm rất tốt,1,0.9924395084381104,61,44
đèn,0,0.1074208915233612,83,91
oke đó những chơi gam e nó hơi lạ,1,0.4912630915641784,83,76
mình săn đc k,0,0.1514635533094406,81,79
tai nghe đẹp cực,1,0.9929357171058656,93,19
chx bt nhưng ok bl chỉ nhận xu,0,0.0440860651433467,100,76
hàng hơi bé nhx đẹp đeo khá oke,1,0.8032559752464294,11,66
chất_lượng sản_phẩm sản_phẩm ok,1,0.990043044090271,53,46
tai nghe này đèn ko ság shop ơi,0,0.0034896505530923,79,43
chất_lượng sản_phẩm tốt nên mua,1,0.9927241206169128,22,81
nghe nhạc hay giao hàng nhanh,1,0.9557274580001832,80,42
tai nghe phù_hợp với giá tiền,1,0.7662339806556702,68,93
sản_phẩm phù_hợp với giá tiền,1,0.8980998992919922,22,20
tai nghe giống ảnh mẫu khá ổn,1,0.9578270316123962,39,39
hàng ngon lắm ae nên mua nha,1,0.992909848690033,46,11
điểm ko nói lòng co nhiều,0,0.0092995492741465,86,79
giao hàng khá nhanh,1,0.977527379989624,54,7
hàng đẹp,1,0.9824249148368835,82,90
chất_lượng sản_phẩm rất tốt,1,0.9924395084381104,29,43
sài tốt nhưng hơi đau tai,0,0.419131189584732,15,14
sản_phẩm đẹp lắm săn dc k,1,0.992938220500946,83,82
đẹp nhen tai nghe k đc r,1,0.9929475784301758,85,33
sản_phẩm oke trong tầm giá,1,0.8955997228622437,21,64
chất_lượng sản_phẩm sao,1,0.9903101325035096,6,50
mua đ nè đc như mik ko,1,0.9899194240570068,76,51
thiếu dây liên_kết với máy_tính,0,0.0095260003581643,35,19
tính_năng nổi_bật sao,1,0.992903769016266,60,64
chất_lượng sản_phẩm tốt,1,0.981743097305298,50,35
chất_lượng ko cần bàn,1,0.991942286491394,79,99
"ok , xài rất ngon và đẹp",1,0.9929497241973876,92,85
sản_phẩm rất hữu_ích,1,0.9926708936691284,82,43
sản_phẩm tốt như hình,1,0.9760235548019408,41,3
ok hàng tốt nghe ngon,1,0.9928781390190125,75,25
tính_năng nổi_bật tốt,1,0.9922195672988892,23,96
xịn xò con bò lắm nha,1,0.9887719750404358,11,95
"sản_phẩm tốt , đẹp",1,0.9926059246063232,92,39
hàng ngon với giá k,1,0.9873062372207642,99,92
hàng đẹp tốt lắm ạ,1,0.99284690618515,98,82
sẳn phẩm sài r tôt,1,0.9929271340370178,9,66
tốt giao hàng nhanh,1,0.9661388993263244,48,19
chất_lượng nên mua,1,0.9917884469032288,34,33
rất đẹp như vẫn bé,1,0.9874147772789,41,98
đẹp nhưng hàng bị bung ra một tai,0,0.0887642800807952,21,28
tai nghe cut e kk,0,0.0526254028081893,39,50
hàng dùng rất tốt,1,0.9926873445510864,86,54
đáng mua nha a,1,0.9883650541305542,75,28
tốt t nên mua,1,0.9925554394721984,69,36
nghe đc hay,1,0.9800773859024048,68,21
tai nghe êm đ,1,0.9912890195846558,32,66
tốt,1,0.9779788851737976,51,92
hà hc yd d,0,0.1909734308719635,83,59
khá cut e nha mn,1,0.9746866822242736,44,14
đúng với mô_tả,1,0.5360592007637024,81,64
hàng tới nhanh,1,0.960713028907776,28,76
tai nghe nhỏ hơn hình,0,0.0159344896674156,70,27
quá ngon,1,0.9929118752479552,4,85
quá tuyệt_vời,1,0.9928966164588928,82,54
đẹp nên mua ạ,1,0.9928488731384276,18,5
không có nút tắt đèn,0,0.0465365685522556,45,66
nghe hay đẹp,1,0.9927464127540588,78,56
đeo lâu hơi đau tai,0,0.0655017346143722,28,19
ổn_áp phê t d,1,0.9465994238853456,51,9
ố ma ga,0,0.0054789958521723,31,87
đẹp,1,0.9928285479545592,48,60
sài rất ok,1,0.9923486709594728,83,98
ôk lắm nhà,0,0.0657097026705741,13,97
sp rất tốt,1,0.9905012845993042,57,98
tuyệt_vời,1,0.992883801460266,36,57
ty yd u d h đ,0,0.0847971141338348,3,75
rùng tốt,1,0.9626704454421996,16,85
hàng ok,1,0.944922685623169,9,12
rất oke,1,0.9906721115112304,37,47
rất tốt,1,0.9927753210067748,44,83
tốt đ,1,0.9652324914932252,11,61
tốt t,1,0.978890597820282,65,67
quá ok,1,0.992536962032318,15,5
sp tốt,1,0.9394661784172058,40,44
cx ổn,0,0.1961767971515655,79,63
ko hài_lòng cho lắm,0,0.00661949114874,55,15
"kết_nối kém , ko sạc đc ko nên mua",0,0.0058404537849128,5,85
chất_lượng sản_phẩm ổn,1,0.9249867796897888,82,37
đc,1,0.5238952040672302,89,39
đỉnh,1,0.9929080009460448,29,5
chất_lượng,1,0.9926907420158386,67,38
sản_phẩm đẹp tốt lắm ạ,1,0.9929063320159912,38,47
mới đặp mà hôm sau có ròi,0,0.0254917498677968,84,12
hàng đẹp tuyệt_vời luôn không mua tiếc lắm,1,0.9929320812225342,49,17
hàng rất tuyệt,1,0.9929156303405762,13,23
"chất_liệu kh biet nua nma ổn nha , kh quá dày nhưng cx kh bị mỏng đâu u",1,0.8109150528907776,45,50
màu_sắc trắng,0,0.0329040735960006,57,32
"đúng với mô_tả ui i đẹp nhe e , orm ok k , vải trắng kh quá dày nên ra nắng hơi lộ xí u , nma kh vấn_đề , đâu ne , nchung là ưng ê he he h",1,0.5880246758460999,7,92
chất_liệu vải dì không biết,0,0.0640255212783813,10,23
màu_sắc trắng,0,0.0329040735960006,76,18
đúng với mô_tả dung d s,0,0.0499245896935462,55,92
"vải ổn , rất đẹp mua đc vs giá đ nên rất hời",1,0.9928994178771972,66,67
chất_liệu ok,1,0.9762645959854126,3,57
màu_sắc trắng,0,0.0329040735960006,15,79
đúng với mô tảo k,0,0.0556600503623485,8,15
i so p le as e cl ic k the but ton be lo to_con tin ue at chin g the play li s t này là do người đăng_ký ac e bo ok ngay hôm_nay sẽ tốt,1,0.9517146348953248,88,44
đúng với mô_tả hàng đẹp,1,0.9719056487083436,28,93
chất_liệu vải hơi mỏng,0,0.0445628613233566,7,49
màu_sắc trắng,0,0.0329040735960006,30,69
"hàng ok , shipper thân_thiện , giao hàng nhanh",1,0.9897266030311584,92,26
chất_liệu khong bi cc,0,0.0049092154949903,39,90
màu_sắc trắng,0,0.0329040735960006,31,75
đúng với mô_tả dung,1,0.6456241607666016,75,3
"áo xinh nhma hơi rộng so với tớ , này tớ mua có mấy nghìn thôi",1,0.97896409034729,46,58
